Date,Close,Close,Close,Close
2011-09-16,,,,
2011-09-19,-0.014805414551607554,0.0010688951511028666,-0.018026565464895672,-0.019666931007137123
2011-09-20,-0.003434950622584698,0.0022325761987964654,0.016103059581320522,-0.014237178450088983
2011-09-21,-0.018095648427402078,0.0,-0.03264659270998416,-0.03955358608238957
2011-09-22,-0.03685827117156648,0.0030024213075061645,-0.05439056356487548,-0.024948735475051276
2011-09-23,-0.023006833712984065,-0.0007724990343761506,0.011434511434511574,0.004907115317209998
2011-09-26,0.006761482863138157,-0.0017394665635872553,0.0010277492291879131,0.021102197418904733
2011-09-27,0.01690597498842039,-0.0037754114230397207,0.04722792607802884,0.018958155422715617
2011-09-28,-0.03302209063994521,-0.00223496258866962,-0.027124183006535962,-0.03654039557492461
2011-09-29,0.01837023080546407,9.73899493570407e-05,-0.012092710782667049,0.023660403618650072
2011-09-30,-0.034690101757631875,0.0,0.0,-0.030761386811692715
2011-10-03,-0.0026353617632965953,0.0022397507060083477,-0.02686161169670176,-0.05049973698053656
2011-10-04,-0.0016814797021378336,0.0032063738826273447,-0.03843466107617055,0.06463527239150513
2011-10-05,0.012271414821944049,-0.0021307506053268588,0.05232558139534893,0.00936686903729389
2011-10-06,0.015925837889232186,-0.0016500048529554112,0.024171270718231996,0.021481354184567758
2011-10-07,-0.008656995788488664,-0.0023332685203187875,-0.0013486176668914274,-0.028432032301480392
2011-10-10,0.022657540712768487,-0.0020463847203274765,0.019918973666441575,0.043636363636363695
2011-10-11,0.00830833141010845,-0.0003905868567521953,0.007282356835484949,0.008130081300812941
2011-10-12,-0.0006866559853513365,-0.001953697372277019,0.024318107131120703,0.01596445029624749
2011-10-13,-0.001832340815391631,0.0007830087109719219,-0.016682707731793478,-0.004049894702737755
2011-10-14,0.02065167508031207,0.0007823960880195546,0.019575856443719397,0.018705270006506236
2011-10-17,-0.010341726618704916,-0.0007817844229454085,-0.0022400000000000198,-0.031614242375858304
2011-10-18,0.0009086778736937529,0.003227383863080746,-0.011545862732520784,0.030832646331409697
2011-10-19,-0.01906491148433964,-0.00019496977968413987,0.02141466580142759,-0.0161548304542547
2011-10-20,-0.00439611291068942,0.0008775351014040922,-0.030495552731893305,0.0029263534384653678
2011-10-21,0.009295840111550158,-0.000876765708718974,0.03604193971166447,0.022694115739990472
2011-10-24,0.020492746949113627,0.0,0.026881720430107503,0.02916468537010619
2011-10-25,0.0060920577617329386,-0.0010725429017161003,-0.007391438250692994,-0.027568150315724682
2011-10-26,-0.006503700381251587,0.0038067349926793614,-0.014582686937635647,0.015204307887234592
2011-10-27,0.022799097065462792,-0.0016530532866588787,0.05163727959697728,0.05382215288611558
2011-10-28,0.0015449128227764675,-0.003019382487581601,0.023053892215568972,-0.006661732050333158
2011-10-31,-0.014103129131776138,0.004298554122704079,-0.027216856892010477,-0.027123695976154938
2011-11-01,-0.013187304425570034,0.0,-0.04332129963898923,-0.036305147058823595
2011-11-02,0.0036240090600228037,0.007490272373540829,0.02264150943396226,0.025910030201875767
2011-11-03,0.013089596027984651,-0.00038621222361678864,0.0162976629766296,0.023706228695382414
2011-11-04,0.0008910670527957354,-0.0014488554042306756,0.00121028744326801,-0.0075677311941879655
2011-11-07,0.004228800356109508,0.0011607661056296514,-0.00997280145058943,0.00015250876925421153
2011-11-08,0.0035460992907803135,-0.00028985507246381825,0.0030525030525030417,0.014943580359865871
2011-11-09,-0.01810954063604242,-0.00048323185464382856,-0.0006086427267193439,-0.04792668269230771
2011-11-10,-0.0015744489428699548,-0.0007735447689034558,-0.017965895249695607,0.009310399242543843
